subj_idx	rt	angle	response
116	2.852346996	92.5	1
116	3.042499701	70.5	2
116	4.882509776	75.5	2
116	2.915013453	108	1
116	6.509451133	102.5	1
116	3.188758861	75	2
116	0.811385884	99	1
116	4.764042362	97.5	1
116	2.977230398	86	2
116	2.27753629	107.5	1
116	2.203733076	74	2
116	3.151560653	98.5	1
116	0.971697032	101	1
116	1.060275522	77	2
116	0.924867342	76.5	2
116	0.923708353	85.5	2
116	1.548786058	86.5	2
116	5.159106662	100	1
116	0.997676428	78	2
116	1.638047495	93.5	1
116	1.200787626	95.5	1
116	1.106490928	103	1
116	0.812538439	81.5	2
116	1.062619625	83	2
116	0.916978762	76.5	2
116	0.95819741	82	2
116	0.904688452	88.5	2
116	0.770593033	83	2
116	1.150800217	98	1
116	0.869839662	80	2
116	0.85548036	104.5	1
116	2.383830594	104	1
116	3.16766205	78.5	2
116	2.690392107	71	2
116	1.529138959	73	2
116	0.948018587	79	2
116	1.936534355	88	2
116	1.901237163	91	1
116	1.832487886	97	1
116	0.836719803	99.5	1
116	4.782875214	87.5	2
116	1.191381312	84.5	2
116	0.778805964	92.5	1
116	4.443933785	97.5	1
116	5.720274905	99.5	1
116	2.124528763	103.5	1
116	1.601284819	110	1
116	1.257750582	83.5	2
116	0.903451676	101.5	1
116	0.909825245	88.5	2
116	0.697412693	74.5	2
116	0.995944325	85	2
116	1.515900591	88	2
116	1.260186299	79	2
116	0.739965911	70	2
116	3.949774735	84	2
116	1.176475758	107	1
116	1.159967093	108.5	1
116	1.013362333	91	1
116	0.94446772	105.5	1
116	0.798181631	107.5	1
116	1.298666229	93.5	1
116	1.064227583	97	1
116	1.124304429	80.5	2
116	0.923443689	75.5	2
116	0.960701505	72	2
116	0.641441927	71.5	2
116	3.141154214	73.5	2
116	4.655888649	71.5	2
116	3.888234461	99	1
116	1.845831367	72	2
116	0.752070425	75	2
116	1.022992286	87	2
116	1.006335464	77	2
116	3.077827227	76	2
116	2.536877204	94	1
116	0.958737897	96.5	1
116	1.051619104	96	1
116	5.614150786	105	1
116	1.277245962	86.5	2
116	0.929155264	74	2
116	0.842667389	110	1
116	2.769540235	100.5	1
116	1.302083781	79.5	2
116	0.799866565	101	1
117	1.180490793	98.5	1
117	1.165758566	89.5	2
117	3.788051082	73.5	2
117	1.497638245	91.5	1
117	2.803902901	105.5	1
117	0.851669913	109.5	1
117	1.558387557	89	2
117	1.377274841	93	1
117	0.932127574	95	1
117	1.177860195	78.5	2
117	2.782555441	76	2
117	2.604939952	101.5	1
117	0.99362221	71	2
117	1.122790939	80.5	2
117	0.785296051	81.5	2
117	0.944429638	105	1
117	1.265601443	106	1
117	5.201365568	70.5	2
117	1.188425864	93	1
117	0.962695765	109	1
117	4.468040752	98	1
117	1.982109223	102	1
117	0.914596715	104.5	1
117	1.204254364	84.5	2
117	1.415900015	92	1
117	0.802304675	82.5	2
117	0.788979863	108.5	1
117	0.931639744	96.5	1
117	1.206535676	89.5	2
117	3.692752112	103	1
117	0.852827771	77.5	2
117	0.977188818	94	1
117	2.131658779	86	2
117	0.964022995	94.5	1
117	3.101554108	74.5	2
117	0.940244198	81	2
117	0.962354159	85	2
117	0.871681241	80	2
117	0.805495001	83.5	2
117	1.044320252	70	2
117	1.170108139	73	2
117	0.955125144	108	1
117	2.632855718	92	1
117	0.900289953	77.5	2
117	3.289632943	106.5	1
117	2.735625793	95	1
117	1.045869902	82	2
117	1.387278322	87	2
117	0.675135138	109.5	1
117	0.698255148	82.5	2
117	3.787000838	100.5	1
117	2.125512459	102	1
117	1.057837264	89	2
117	4.407055007	78	2
117	1.949340017	90.5	1
117	0.988209495	79.5	2
117	1.226529587	72.5	2
117	3.319193796	109	1
117	2.576997551	102.5	1
117	0.742627717	106	1
117	1.211144182	84	2
117	2.849456903	81	2
117	4.655058961	96	1
117	0.892161228	104	1
117	0.78781912	106.5	1
117	0.786909521	100	1
117	1.108359676	72.5	2
117	0.958552277	85.5	2
117	0.920477077	107	1
117	0.902788031	95.5	1
117	0.996854012	87.5	2
117	0.985939745	94.5	1
117	1.019456992	103.5	1
117	1.478243115	92.5	1
117	5.094969965	70.5	2
117	1.513468378	75.5	2
117	1.136241081	108	1
117	2.600657805	102.5	1
117	0.887999334	75	2
117	2.883516383	99	1
117	0.893559225	97.5	1
117	1.445107258	86	2
117	0.767219164	107.5	1
117	0.9581571	74	2
117	0.723572118	98.5	1
117	0.944459914	101	1
117	0.834525069	77	2
117	1.433491994	76.5	2
117	3.804254795	85.5	2
117	3.770070308	86.5	2
117	4.710872667	100	1
117	0.892727979	78	2
117	0.852409444	93.5	1
117	0.830444438	95.5	1
117	2.959468649	103	1
117	3.842449266	81.5	2
117	5.156454208	83	2
117	1.904720301	76.5	2
117	1.625026742	82	2
117	3.066823419	88.5	2
117	1.630147077	83	2
117	3.372618809	98	1
117	4.214842473	80	2
117	0.890810286	104.5	1
117	3.604171835	104	1
117	0.919799015	78.5	2
117	0.975830402	71	2
117	0.863332593	73	2
117	1.084786071	79	2
117	1.132740917	88	2
117	2.373310916	91	1
117	0.900641263	97	1
117	0.898509586	99.5	1
117	3.009678944	87.5	2
117	1.867760565	84.5	2
117	0.879769531	92.5	1
117	2.702042103	97.5	1
117	1.04591121	99.5	1
117	4.518959383	103.5	1
117	0.954983661	110	1
117	0.846587422	83.5	2
117	0.98544355	101.5	1
117	1.033208678	88.5	2
117	1.025557607	74.5	2
117	1.248699604	85	2
117	4.202785831	88	2
117	4.022002074	79	2
117	1.358646598	70	2
117	1.070711325	84	2
117	3.68895775	107	1
117	3.005872888	108.5	1
117	0.793802386	105.5	1
117	2.813689084	107.5	1
117	1.251254223	93.5	1
117	0.904385092	97	1
117	4.919784721	80.5	2
117	1.015827391	75.5	2
117	3.332139881	72	2
117	0.802435518	71.5	2
117	0.762989023	73.5	2
117	0.73477966	71.5	2
117	3.442266791	99	1
117	0.888604391	72	2
117	3.193151894	75	2
117	2.939932944	87	2
117	1.292632859	77	2
117	0.940804634	76	2
117	3.245740868	94	1
117	1.077282328	96.5	1
117	1.098225619	96	1
117	0.822395561	105	1
117	4.792558884	86.5	2
117	0.786391331	74	2
117	0.782464226	110	1
117	0.754925324	100.5	1
117	1.020306594	79.5	2
117	0.759536289	101	1
118	2.145789915	98.5	1
118	0.944823546	89.5	2
118	0.912080795	73.5	2
118	2.055728237	91.5	1
118	2.040006023	105.5	1
118	2.756859498	109.5	1
118	1.535574797	89	2
118	0.918723639	93	1
118	3.427594402	95	1
118	0.872249455	78.5	2
118	5.747918743	76	2
118	3.711451164	101.5	1
118	0.965670024	71	2
118	0.842208278	80.5	2
118	0.930531206	81.5	2
118	0.993745869	105	1
118	1.286721056	106	1
118	4.539974084	70.5	2
118	4.559363543	93	1
118	1.114361776	109	1
118	0.899149599	98	1
118	2.743254536	102	1
118	2.146844944	104.5	1
118	0.940435738	84.5	2
118	2.17299054	92	1
118	0.845066964	82.5	2
118	0.963502275	108.5	1
118	0.819577256	96.5	1
118	1.21583492	89.5	2
118	0.776991746	103	1
118	0.783096338	77.5	2
118	1.382552738	94	1
118	1.074320077	86	2
118	1.395469073	94.5	1
118	0.721297621	74.5	2
118	0.866407217	81	2
118	0.760376372	85	2
118	2.125652932	80	2
118	1.291742859	83.5	2
118	1.663321955	70	2
118	0.944530498	73	2
118	2.100429408	108	1
118	1.31278918	92	1
118	1.083339195	77.5	2
118	0.918523047	106.5	1
118	1.024286209	95	1
118	0.8161228	82	2
118	1.80439081	87	2
118	1.575059967	109.5	1
118	1.173194308	82.5	2
118	3.035986255	100.5	1
118	0.762420747	102	1
118	7.393226659	89	2
118	1.986534021	78	2
118	1.006038823	79.5	2
118	0.939836006	72.5	2
118	0.866542594	109	1
118	0.761823974	102.5	1
118	0.680993136	106	1
118	5.640304921	84	2
118	2.301575487	81	2
118	0.892133374	96	1
118	0.859590779	104	1
118	0.667485297	106.5	1
118	0.834273003	100	1
118	0.733094034	72.5	2
118	1.347364968	85.5	2
118	0.730203596	107	1
118	1.102959334	95.5	1
118	0.869817354	87.5	2
118	0.903069743	94.5	1
118	2.907303604	103.5	1
118	0.853965541	92.5	1
118	0.786267232	70.5	2
118	0.875238949	75.5	2
118	0.898566908	108	1
118	3.140681374	102.5	1
118	0.695577603	75	2
118	0.810267656	99	1
118	0.811320696	97.5	1
118	0.943242379	86	2
118	0.7623267	107.5	1
118	0.778958126	74	2
118	1.443953693	98.5	1
118	0.808279862	101	1
118	0.745875298	77	2
118	0.87625132	76.5	2
118	0.81984693	85.5	2
118	1.124610857	86.5	2
118	0.789410161	100	1
118	0.785333644	78	2
118	0.782976992	93.5	1
118	1.036334746	95.5	1
118	0.943802625	103	1
118	1.026421176	81.5	2
118	1.405159103	83	2
118	0.70400603	76.5	2
118	4.025405295	82	2
118	1.13832521	88.5	2
118	1.019139764	83	2
118	0.806340605	98	1
118	1.411119279	80	2
118	1.225114875	104.5	1
118	1.070397561	104	1
118	0.702493397	78.5	2
118	0.891184884	71	2
118	0.833361727	73	2
118	1.494845417	79	2
118	2.141015733	88	2
118	1.541156529	91	1
118	0.930096971	97	1
118	0.908877005	99.5	1
118	1.119325214	87.5	2
118	0.953365217	84.5	2
118	1.216305413	92.5	1
118	1.523169415	97.5	1
118	1.005599121	99.5	1
118	0.798940418	103.5	1
118	0.812855416	110	1
118	1.169377287	83.5	2
118	0.672512747	101.5	1
118	0.98945264	88.5	2
118	3.126222408	74.5	2
118	0.876208361	85	2
118	1.236059339	88	2
118	1.428093217	79	2
118	0.997790151	70	2
118	0.860416074	84	2
118	0.986082203	107	1
118	0.887103845	108.5	1
118	2.016498791	91	1
118	1.003628521	105.5	1
118	0.960051409	107.5	1
118	0.765113392	93.5	1
118	0.976453301	97	1
118	0.829590113	80.5	2
118	0.937029991	75.5	2
118	1.138561992	72	2
118	0.842293574	71.5	2
118	1.329749909	73.5	2
118	0.826835992	71.5	2
118	0.713619561	99	1
118	0.883643556	72	2
118	0.90125879	75	2
118	1.605231607	87	2
118	0.614105113	77	2
118	0.816488174	76	2
118	0.90139998	94	1
118	0.792411924	96.5	1
118	1.223347625	96	1
118	0.936693625	105	1
118	1.040581649	86.5	2
118	0.849429487	74	2
118	0.866755414	110	1
118	1.067909322	100.5	1
118	0.979220249	79.5	2
118	0.785468782	101	1
119	2.256003914	98.5	1
119	8.1416174	89.5	2
119	2.929822371	73.5	2
119	7.549804269	91.5	1
119	6.536354185	105.5	1
119	1.095340387	109.5	1
119	4.523432716	89	2
119	3.829475571	93	1
119	1.588676535	95	1
119	1.221871318	78.5	2
119	0.941388294	76	2
119	1.096651672	101.5	1
119	1.581219882	71	2
119	0.953588176	80.5	2
119	1.211447176	81.5	2
119	4.536674795	105	1
119	1.465904562	106	1
119	3.416473681	70.5	2
119	1.740629236	93	1
119	2.313523866	109	1
119	1.260382315	98	1
119	2.371916424	102	1
119	1.237148083	104.5	1
119	1.379201411	84.5	2
119	1.054631965	92	1
119	1.012307495	82.5	2
119	2.932927763	108.5	1
119	1.316947944	96.5	1
119	1.503624566	89.5	2
119	1.187685247	103	1
119	2.958004201	77.5	2
119	3.437886632	94	1
119	1.40227359	86	2
119	4.893094471	94.5	1
119	2.023204509	74.5	2
119	8.565264812	81	2
119	8.330282376	85	2
119	1.328934455	80	2
119	1.963711276	83.5	2
119	3.491304665	70	2
119	1.116761139	73	2
119	3.938700247	108	1
119	3.698774777	92	1
119	1.046638602	77.5	2
119	1.179471637	106.5	1
119	2.514275609	95	1
119	1.276296394	82	2
119	6.507137807	109.5	1
119	1.194327571	82.5	2
119	0.975608347	100.5	1
119	8.314319873	102	1
119	1.602444097	89	2
119	3.297894261	78	2
119	1.017803425	91.5	1
119	7.76692823	90.5	1
119	1.625487531	79.5	2
119	2.150644407	72.5	2
119	5.3143139	109	1
119	4.484355388	102.5	1
119	0.958304607	106	1
119	0.787896215	84	2
119	3.017832522	81	2
119	0.928712958	96	1
119	0.857275812	104	1
119	3.492622332	106.5	1
119	1.900562699	100	1
119	3.756203405	72.5	2
119	1.820557403	85.5	2
119	3.191923118	107	1
119	9.200599484	95.5	1
119	2.201666244	87.5	2
119	1.158099062	94.5	1
119	4.540034844	103.5	1
119	0.922183783	92.5	1
119	0.797979256	70.5	2
119	4.016173687	75.5	2
119	6.555434559	108	1
119	0.919523949	102.5	1
119	0.726905545	75	2
119	2.440092849	99	1
119	1.014621433	97.5	1
119	2.614729515	86	2
119	0.927388322	107.5	1
119	4.591714833	74	2
119	1.07504784	98.5	1
119	2.811192006	101	1
119	0.800710684	77	2
119	8.316629308	76.5	2
119	3.873158864	85.5	2
119	0.988916472	86.5	2
119	2.854449248	100	1
119	2.079463313	78	2
119	3.198032612	93.5	1
119	0.923071288	95.5	1
119	6.112258865	103	1
119	3.446880682	81.5	2
119	4.374754549	83	2
119	3.95008496	76.5	2
119	1.404910526	82	2
119	1.084665628	88.5	2
119	1.076775766	83	2
119	5.095007526	98	1
119	2.044588524	80	2
119	2.268744021	104.5	1
119	5.326933542	104	1
119	0.953299482	78.5	2
119	8.866645366	71	2
119	1.023370104	73	2
119	2.682368558	79	2
119	1.210106497	88	2
119	1.107686122	91	1
119	1.254047392	97	1
119	0.905224607	99.5	1
119	0.865660503	87.5	2
119	1.349455633	84.5	2
119	0.856601162	92.5	1
119	1.221169116	97.5	1
119	6.868428254	99.5	1
119	1.196430368	103.5	1
119	2.660450992	110	1
119	1.202675492	83.5	2
119	4.407650702	101.5	1
119	1.051058973	88.5	2
119	0.814760509	74.5	2
119	3.239342693	85	2
119	1.76204773	88	2
119	1.214554903	79	2
119	1.693135241	70	2
119	0.889788499	84	2
119	1.233066401	107	1
119	4.233638413	108.5	1
119	1.081065688	91	1
119	2.436501076	105.5	1
119	0.684011699	107.5	1
119	1.09100232	93.5	1
119	4.762195769	97	1
119	3.015274619	80.5	2
119	1.136034812	75.5	2
119	3.589936651	72	2
119	1.055850004	71.5	2
119	2.169368763	73.5	2
119	0.888983622	71.5	2
119	3.843220362	99	1
119	0.943208187	72	2
119	0.94081055	75	2
119	3.664099434	87	2
119	1.175552629	77	2
119	1.384632894	76	2
119	0.828782537	94	1
119	0.918207973	96.5	1
119	2.740159061	96	1
119	5.5591171	105	1
119	2.892251592	86.5	2
119	1.018309024	74	2
119	4.303988251	110	1
119	1.359985682	100.5	1
119	0.922424485	79.5	2
119	5.770483301	101	1
120	0.788819521	98.5	1
120	0.966679446	89.5	2
120	0.677613977	73.5	2
120	1.418072969	91.5	1
120	1.015705336	105.5	1
120	0.963255353	109.5	1
120	1.301436851	89	2
120	0.89109251	93	1
120	0.885416853	95	1
120	0.988632412	78.5	2
120	0.953877431	76	2
120	1.967701458	101.5	1
120	0.896918388	71	2
120	0.925813951	80.5	2
120	0.92063882	81.5	2
120	0.867092741	105	1
120	0.759730365	106	1
120	1.018360598	70.5	2
120	1.241691377	93	1
120	0.922833743	109	1
120	0.901947007	98	1
120	0.888308653	102	1
120	0.863667757	104.5	1
120	0.819674149	84.5	2
120	1.363694085	92	1
120	0.869190764	82.5	2
120	1.061105984	108.5	1
120	1.01054935	96.5	1
120	1.319017388	89.5	2
120	0.853485696	103	1
120	0.855675607	77.5	2
120	0.922234116	94	1
120	1.282428649	86	2
120	0.887180824	94.5	1
120	0.871034981	74.5	2
120	0.864837939	81	2
120	0.972925778	85	2
120	0.798857609	80	2
120	0.897667371	83.5	2
120	2.230869964	70	2
120	0.748830337	73	2
120	0.870025075	108	1
120	0.947972155	92	1
120	0.79619455	77.5	2
120	0.812462116	106.5	1
120	0.990132082	95	1
120	0.814181665	82	2
120	1.432199612	87	2
120	0.825686982	109.5	1
120	0.869933086	82.5	2
120	0.859590906	100.5	1
120	1.003825763	102	1
120	1.143620504	89	2
120	1.087381733	78	2
120	1.484562445	91.5	1
120	1.040083452	90.5	1
120	0.851939128	79.5	2
120	0.849360279	72.5	2
120	0.7727109	109	1
120	0.770081783	102.5	1
120	0.96717501	106	1
120	0.764337069	84	2
120	0.783358383	81	2
120	0.796457884	96	1
120	0.77687583	104	1
120	0.658950014	106.5	1
120	0.817842951	100	1
120	0.978117506	72.5	2
120	0.861921811	85.5	2
120	0.805102792	107	1
120	1.007799982	95.5	1
120	1.096567761	87.5	2
120	0.977384987	94.5	1
120	0.939573788	103.5	1
120	0.898722413	92.5	1
120	0.784568587	70.5	2
120	0.844029803	75.5	2
120	0.798880925	108	1
120	0.787753302	102.5	1
120	0.861370006	75	2
120	0.782003266	99	1
120	0.793830073	97.5	1
120	0.890867405	86	2
120	0.844682373	107.5	1
120	1.019287053	74	2
120	0.953697089	98.5	1
120	0.851448589	101	1
120	0.767073383	77	2
120	0.890938936	76.5	2
120	1.4965441	85.5	2
120	0.908779322	86.5	2
120	0.961649819	100	1
120	0.8643524	78	2
120	1.095840006	93.5	1
120	3.778870277	95.5	1
120	0.817088634	103	1
120	0.960622771	81.5	2
120	1.087072982	83	2
120	0.743131727	76.5	2
120	0.659069204	82	2
120	1.129353799	88.5	2
120	0.926066024	83	2
120	0.79008155	98	1
120	0.862492838	80	2
120	3.707260495	104.5	1
120	1.171848245	104	1
120	0.763453973	78.5	2
120	0.826785756	71	2
120	1.003172577	73	2
120	0.713160598	79	2
120	1.203856327	88	2
120	0.988340783	97	1
120	0.789900283	99.5	1
120	0.684633524	87.5	2
120	0.600696242	84.5	2
120	0.830223371	97.5	1
120	0.728727461	99.5	1
120	0.974996994	103.5	1
120	0.838498696	110	1
120	0.81922212	83.5	2
120	0.790456519	101.5	1
120	0.917124723	88.5	2
120	6.29524315	74.5	2
120	0.844078568	85	2
120	0.926141491	88	2
120	0.707666836	79	2
120	0.679591659	70	2
120	0.742235262	84	2
120	0.78053429	107	1
120	0.793302233	108.5	1
120	1.098160921	91	1
120	0.814328098	105.5	1
120	3.449814371	107.5	1
120	1.306266125	93.5	1
120	0.795447394	97	1
120	0.787623941	80.5	2
120	0.798188133	75.5	2
120	0.926129979	72	2
120	0.759361809	71.5	2
120	0.656671169	73.5	2
120	0.627348331	71.5	2
120	0.821256521	99	1
120	0.700284407	72	2
120	0.730229498	75	2
120	0.927037139	87	2
120	0.652073204	77	2
120	0.687247269	76	2
120	1.077594147	94	1
120	0.759620501	96.5	1
120	0.680107843	96	1
120	0.673460608	105	1
120	0.820380803	86.5	2
120	1.03088824	74	2
120	0.768774022	110	1
120	0.772961076	100.5	1
120	0.722076356	79.5	2
120	1.098999161	101	1
121	2.336831085	98.5	1
121	3.922132805	89.5	2
121	1.608264343	73.5	2
121	6.532166243	91.5	1
121	2.240812284	105.5	1
121	1.586426873	109.5	1
121	8.088754586	89	2
121	2.597970517	93	1
121	1.900957262	95	1
121	1.601524796	78.5	2
121	2.432650608	76	2
121	1.445752506	101.5	1
121	1.394661914	71	2
121	1.776165573	80.5	2
121	1.591312131	81.5	2
121	1.678452373	105	1
121	1.320073178	106	1
121	1.214173012	70.5	2
121	1.216908093	93	1
121	1.021619256	109	1
121	0.797477314	98	1
121	1.263860343	102	1
121	0.73030399	104.5	1
121	1.510655587	84.5	2
121	1.999711927	92	1
121	1.003831769	82.5	2
121	0.874683721	108.5	1
121	0.909677904	96.5	1
121	1.356118448	103	1
121	1.134567024	77.5	2
121	1.628500067	94	1
121	1.304423428	86	2
121	1.190575053	94.5	1
121	0.904745007	74.5	2
121	0.74457803	81	2
121	1.388869314	85	2
121	0.979205264	80	2
121	0.909766168	83.5	2
121	0.733079662	70	2
121	0.701015296	73	2
121	0.940760521	108	1
121	2.168798679	92	1
121	0.924724191	77.5	2
121	1.122081719	106.5	1
121	0.76086807	95	1
121	0.806162596	82	2
121	1.279565352	87	2
121	1.296768945	109.5	1
121	0.970101106	82.5	2
121	1.223146912	100.5	1
121	0.928042992	102	1
121	1.85509389	90.5	1
121	3.518553222	89	2
121	1.352636739	78	2
121	1.000796494	91.5	1
121	3.930854713	90.5	1
121	0.955353735	79.5	2
121	0.726248818	72.5	2
121	1.182862463	109	1
121	0.993661556	102.5	1
121	1.006224881	106	1
121	1.70489083	84	2
121	1.210596674	81	2
121	1.50887334	96	1
121	0.725025565	104	1
121	1.004808929	106.5	1
121	0.704514591	100	1
121	0.916533142	72.5	2
121	1.405170014	85.5	2
121	1.510533799	107	1
121	1.002907537	95.5	1
121	1.15831044	87.5	2
121	0.799732587	94.5	1
121	1.104611294	103.5	1
121	1.971472421	92.5	1
121	0.882643393	70.5	2
121	0.77294478	75.5	2
121	1.168368865	108	1
121	1.16548152	102.5	1
121	1.187860428	75	2
121	1.191872576	99	1
121	1.538804206	97.5	1
121	1.207891345	86	2
121	0.86174616	107.5	1
121	0.945832193	74	2
121	1.607786168	98.5	1
121	0.683020603	101	1
121	0.826984183	77	2
121	0.699569611	76.5	2
121	0.967860561	85.5	2
121	0.92357255	86.5	2
121	1.297863852	100	1
121	0.837705762	78	2
121	0.794934181	93.5	1
121	0.833747791	95.5	1
121	0.813281955	103	1
121	0.801259893	81.5	2
121	0.865270742	83	2
121	1.099368357	76.5	2
121	1.270636791	82	2
121	1.81422017	88.5	2
121	0.846963941	83	2
121	1.078465295	98	1
121	0.861301758	80	2
121	0.659173121	104.5	1
121	1.00640907	104	1
121	1.874324195	78.5	2
121	1.131117204	71	2
121	1.150201592	73	2
121	0.783008858	79	2
121	1.990754366	88	2
121	1.033833281	91	1
121	0.731315278	97	1
121	0.67860011	99.5	1
121	1.070542586	87.5	2
121	1.397762911	84.5	2
121	0.960974842	92.5	1
121	0.994791396	97.5	1
121	1.152397842	99.5	1
121	0.948276985	103.5	1
121	0.85470975	110	1
121	0.858723065	83.5	2
121	0.832376534	101.5	1
121	1.140156814	88.5	2
121	0.910206159	74.5	2
121	0.865875653	85	2
121	0.816836737	88	2
121	0.995386693	79	2
121	0.572910217	70	2
121	1.336038772	84	2
121	1.12771465	107	1
121	0.850696672	108.5	1
121	2.376947907	91	1
121	0.797186723	105.5	1
121	0.834604904	107.5	1
121	0.836757375	93.5	1
121	0.84582868	97	1
121	0.768516932	80.5	2
121	0.970277658	75.5	2
121	0.722520174	72	2
121	0.951038847	71.5	2
121	1.402101541	73.5	2
121	0.563723196	71.5	2
121	0.71627539	99	1
121	1.275835573	72	2
121	1.786594733	75	2
121	2.023047763	87	2
121	1.389760722	77	2
121	1.138555631	76	2
121	0.978894166	94	1
121	0.765142054	96.5	1
121	0.869918016	96	1
121	1.331627407	105	1
121	1.202052549	86.5	2
121	1.456847166	74	2
121	0.993006946	110	1
121	1.597727514	100.5	1
121	1.085613054	79.5	2
121	1.331463435	101	1
122	5.419861276	94	1
122	6.410763742	106	1
122	3.608190211	98.5	1
122	5.184328051	78	2
122	3.495882999	101.5	1
122	2.20729532	91	1
122	4.377616438	83	2
122	5.552194202	90.5	1
122	5.59158552	98.5	1
122	4.575309558	109.5	1
122	2.868325437	99.5	1
122	1.544849776	103.5	1
122	5.246130546	77	2
122	4.304231942	98	1
122	2.11925475	108.5	1
122	0.93323558	93	1
122	1.959336209	96.5	1
122	6.122044769	101	1
122	3.037402117	100	1
122	2.418974534	86.5	2
122	5.901100527	74	2
122	3.364610183	102.5	1
122	1.667324266	108.5	1
122	1.524963108	73	2
122	1.833373545	88.5	2
122	1.137636339	110	1
122	1.679111041	85.5	2
122	4.305991922	83.5	2
122	3.08946762	75.5	2
122	1.901918401	75	2
122	2.944961688	87	2
122	2.10842047	106.5	1
122	5.468800932	92.5	1
122	6.933840717	79	2
122	5.0309693	75.5	2
122	8.611165987	108	1
122	4.223075651	71.5	2
122	3.134750201	70	2
122	5.364715557	105	1
122	0.908392394	100	1
122	0.852140796	77.5	2
122	0.817022517	99	1
122	2.40859984	73	2
122	0.865419502	104.5	1
122	1.853145445	89	2
122	3.276993404	87.5	2
122	2.857784143	103	1
122	4.339348956	83	2
122	2.291884582	79.5	2
122	4.391737839	95	1
122	3.153675153	98	1
122	0.922842774	78	2
122	2.797643633	101	1
122	3.230881771	97	1
122	0.89482139	95.5	1
122	6.608673494	96	1
122	3.370004868	106.5	1
122	1.100935941	105.5	1
122	0.835793288	103.5	1
122	0.808666658	74.5	2
122	2.535036343	107	1
122	2.660987546	71	2
122	1.440105523	91.5	1
122	2.402933484	109	1
122	2.077524491	76.5	2
122	3.398961697	76.5	2
122	5.629539361	105.5	1
122	1.457007373	82	2
122	1.905340763	78.5	2
122	2.759116603	109	1
122	1.128398642	86	2
122	2.815076761	86.5	2
122	3.906411634	94.5	1
122	1.181708185	80.5	2
122	1.026911344	101.5	1
122	2.009268389	76	2
122	1.817155746	86	2
122	0.93219817	76	2
122	2.949385224	73.5	2
122	4.33330036	84.5	2
122	1.452548008	88	2
122	1.215389346	82.5	2
122	0.933233567	71.5	2
122	4.078447976	75	2
122	0.943590255	105	1
122	0.931774401	77	2
122	4.079403008	107.5	1
122	0.92636098	81	2
122	1.616164942	89.5	2
122	3.913154658	97.5	1
122	2.836455993	95.5	1
122	0.769810112	82.5	2
122	3.946694816	97	1
122	2.309620005	96	1
122	3.356535547	74	2
122	3.431211294	93	1
122	2.085779008	82	2
122	2.754901988	87	2
122	4.389121571	99.5	1
122	2.608068136	85.5	2
122	1.16879513	100.5	1
122	0.89928229	81.5	2
122	4.369447752	87.5	2
122	1.858704407	102	1
122	2.319775748	72.5	2
122	3.188503022	85	2
122	4.542910556	93.5	1
122	0.968243684	97.5	1
122	0.801031693	81.5	2
122	2.819570579	94.5	1
122	2.516634585	71	2
122	0.868134679	80	2
122	3.483028642	72	2
122	4.854743576	110	1
122	2.854071918	104	1
122	2.444577613	109.5	1
122	5.205947201	91.5	1
122	2.728038121	108	1
122	2.02736193	79	2
122	1.773258828	102	1
122	1.853284731	80	2
122	2.437592843	99	1
122	2.660065241	100.5	1
122	0.972525941	107.5	1
122	3.611649369	72	2
122	2.078124413	102.5	1
122	0.821733485	104	1
122	5.614691771	88.5	2
122	1.004867541	106	1
122	1.50427969	92	1
122	6.518303133	90.5	1
122	1.477662821	91	1
122	3.428711494	96.5	1
122	2.416587848	84	2
122	2.049829344	83.5	2
122	2.700936875	84.5	2
122	1.047329577	85	2
122	4.118343737	88	2
122	1.096236576	74.5	2
122	2.664621514	80.5	2
122	2.050074756	70.5	2
122	0.876745711	107	1
122	1.41776197	81	2
122	2.951742783	93.5	1
122	1.807524999	103	1
122	3.28049751	94	1
122	3.863733722	92.5	1
122	5.510949426	70.5	2
122	5.897356384	104.5	1
122	2.911315088	92	1
122	5.430914249	79.5	2
122	0.731185822	78.5	2
122	0.98595768	84	2
122	2.9352443	72.5	2
122	0.842895155	77.5	2
122	1.185336103	73.5	2
124	1.742184026	105.5	1
124	1.409975715	109.5	1
124	4.636858046	89	2
124	2.870480089	93	1
124	3.34969427	95	1
124	1.473258759	78.5	2
124	1.171045228	76	2
124	1.752353965	101.5	1
124	1.824383154	71	2
124	1.2916181	80.5	2
124	1.247034146	81.5	2
124	2.024330539	105	1
124	1.210898972	70.5	2
124	2.034503223	93	1
124	1.372937441	109	1
124	2.957183963	98	1
124	1.040290964	102	1
124	1.741163124	104.5	1
124	1.303264519	84.5	2
124	2.126286673	92	1
124	1.063471571	82.5	2
124	0.926195726	108.5	1
124	2.430265969	96.5	1
124	2.69193561	89.5	2
124	1.195073092	103	1
124	1.693424178	77.5	2
124	0.85570291	94	1
124	0.78917598	86	2
124	1.23270085	94.5	1
124	0.919220542	74.5	2
124	0.674605404	81	2
124	0.85824635	85	2
124	1.070399323	80	2
124	1.97638621	83.5	2
124	3.040524114	70	2
124	1.443601197	73	2
124	1.164022079	108	1
124	2.008926588	92	1
124	1.13343772	77.5	2
124	1.757376908	106.5	1
124	1.703607675	95	1
124	1.211414949	82	2
124	0.75441705	87	2
124	0.989560766	109.5	1
124	2.590265242	82.5	2
124	2.126439048	100.5	1
124	1.330129221	102	1
